Model name,Parent model 1,Parent model 2,Crossover ratio,Crossover function,Mutation ratio,Mutation function
'ga_generation_4_nn_21', 'ga_generation_3_nn_23.keras', 'ga_generation_3_nn_7.keras', '0.996996996996997', '__multi_point_crossover', '0.003003003003003003', 'None'
'ga_generation_4_nn_22', 'ga_generation_3_nn_23.keras', 'ga_generation_3_nn_7.keras', '0.996996996996997', '__multi_point_crossover', '0.003003003003003003', 'None'
'ga_generation_4_nn_23', 'ga_generation_3_nn_23.keras', 'ga_generation_3_nn_28.keras', '0.996996996996997', '__multi_point_crossover', '0.003003003003003003', 'None'
'ga_generation_4_nn_24', 'ga_generation_3_nn_23.keras', 'ga_generation_3_nn_28.keras', '0.996996996996997', '__multi_point_crossover', '0.003003003003003003', 'None'
'ga_generation_4_nn_25', 'ga_generation_3_nn_28.keras', 'ga_generation_3_nn_14.keras', '0.996996996996997', '__arithmetic_crossover', '0.003003003003003003', 'None'
'ga_generation_4_nn_26', 'ga_generation_3_nn_28.keras', 'ga_generation_3_nn_14.keras', '0.996996996996997', '__arithmetic_crossover', '0.003003003003003003', 'None'
'ga_generation_4_nn_27', 'ga_generation_3_nn_20.keras', 'ga_generation_3_nn_14.keras', '0.996996996996997', '__one_point_crossover', '0.003003003003003003', 'None'
'ga_generation_4_nn_28', 'ga_generation_3_nn_20.keras', 'ga_generation_3_nn_14.keras', '0.996996996996997', '__one_point_crossover', '0.003003003003003003', 'None'
'ga_generation_4_nn_29', 'ga_generation_3_nn_7.keras', 'ga_generation_3_nn_14.keras', '0.996996996996997', '__average_crossover_and_flat_crossover', '0.003003003003003003', 'None'
'ga_generation_4_nn_30', 'ga_generation_3_nn_7.keras', 'ga_generation_3_nn_14.keras', '0.996996996996997', '__average_crossover_and_flat_crossover', '0.003003003003003003', 'None'
'ga_generation_4_nn_31', 'ga_generation_3_nn_7.keras', 'ga_generation_3_nn_14.keras', '0.996996996996997', '__multivariate_crossover', '0.003003003003003003', 'None'
'ga_generation_4_nn_32', 'ga_generation_3_nn_7.keras', 'ga_generation_3_nn_14.keras', '0.996996996996997', '__multivariate_crossover', '0.003003003003003003', 'None'
'ga_generation_5_nn_7', 'ga_generation_4_nn_32.keras', 'ga_generation_4_nn_8.keras', '0.995995995995996', '__uniform_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_8', 'ga_generation_4_nn_32.keras', 'ga_generation_4_nn_8.keras', '0.995995995995996', '__uniform_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_9', 'ga_generation_4_nn_7.keras', 'ga_generation_3_nn_28.keras', '0.995995995995996', '__multivariate_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_10', 'ga_generation_4_nn_7.keras', 'ga_generation_3_nn_28.keras', '0.995995995995996', '__multivariate_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_11', 'ga_generation_4_nn_21.keras', 'ga_generation_4_nn_7.keras', '0.995995995995996', '__multi_point_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_12', 'ga_generation_4_nn_21.keras', 'ga_generation_4_nn_7.keras', '0.995995995995996', '__multi_point_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_13', 'ga_generation_3_nn_28.keras', 'ga_generation_4_nn_8.keras', '0.995995995995996', '__arithmetic_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_14', 'ga_generation_3_nn_28.keras', 'ga_generation_4_nn_8.keras', '0.995995995995996', '__arithmetic_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_15', 'ga_generation_4_nn_21.keras', 'ga_generation_4_nn_32.keras', '0.995995995995996', '__multi_point_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_16', 'ga_generation_4_nn_21.keras', 'ga_generation_4_nn_32.keras', '0.995995995995996', '__multi_point_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_17', 'ga_generation_4_nn_7.keras', 'ga_generation_4_nn_32.keras', '0.995995995995996', '__multi_point_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_18', 'ga_generation_4_nn_7.keras', 'ga_generation_4_nn_32.keras', '0.995995995995996', '__multi_point_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_19', 'ga_generation_4_nn_7.keras', 'ga_generation_4_nn_8.keras', '0.995995995995996', '__multi_point_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_20', 'ga_generation_4_nn_7.keras', 'ga_generation_4_nn_8.keras', '0.995995995995996', '__multi_point_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_21', 'ga_generation_4_nn_15.keras', 'ga_generation_4_nn_21.keras', '0.995995995995996', '__multivariate_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_22', 'ga_generation_4_nn_15.keras', 'ga_generation_4_nn_21.keras', '0.995995995995996', '__multivariate_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_23', 'ga_generation_4_nn_7.keras', 'ga_generation_3_nn_28.keras', '0.995995995995996', '__multivariate_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_24', 'ga_generation_4_nn_7.keras', 'ga_generation_3_nn_28.keras', '0.995995995995996', '__multivariate_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_25', 'ga_generation_4_nn_8.keras', 'ga_generation_4_nn_7.keras', '0.995995995995996', '__multi_point_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_26', 'ga_generation_4_nn_8.keras', 'ga_generation_4_nn_7.keras', '0.995995995995996', '__multi_point_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_27', 'ga_generation_4_nn_21.keras', 'ga_generation_4_nn_32.keras', '0.995995995995996', '__uniform_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_28', 'ga_generation_4_nn_21.keras', 'ga_generation_4_nn_32.keras', '0.995995995995996', '__uniform_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_29', 'ga_generation_4_nn_15.keras', 'ga_generation_4_nn_7.keras', '0.995995995995996', '__one_point_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_30', 'ga_generation_4_nn_15.keras', 'ga_generation_4_nn_7.keras', '0.995995995995996', '__one_point_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_31', 'ga_generation_4_nn_21.keras', 'ga_generation_3_nn_28.keras', '0.995995995995996', '__average_crossover_and_flat_crossover', '0.004004004004004004', 'None'
'ga_generation_5_nn_32', 'ga_generation_4_nn_21.keras', 'ga_generation_3_nn_28.keras', '0.995995995995996', '__average_crossover_and_flat_crossover', '0.004004004004004004', 'None'
'ga_generation_6_nn_7', 'ga_generation_5_nn_26.keras', 'ga_generation_4_nn_32.keras', '0.994994994994995', '__uniform_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_8', 'ga_generation_5_nn_26.keras', 'ga_generation_4_nn_32.keras', '0.994994994994995', '__uniform_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_9', 'ga_generation_5_nn_22.keras', 'ga_generation_4_nn_32.keras', '0.994994994994995', '__average_crossover_and_flat_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_10', 'ga_generation_5_nn_22.keras', 'ga_generation_4_nn_32.keras', '0.994994994994995', '__average_crossover_and_flat_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_11', 'ga_generation_5_nn_8.keras', 'ga_generation_4_nn_32.keras', '0.994994994994995', '__one_point_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_12', 'ga_generation_5_nn_8.keras', 'ga_generation_4_nn_32.keras', '0.994994994994995', '__one_point_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_13', 'ga_generation_5_nn_30.keras', 'ga_generation_4_nn_32.keras', '0.994994994994995', '__uniform_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_14', 'ga_generation_5_nn_30.keras', 'ga_generation_4_nn_32.keras', '0.994994994994995', '__uniform_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_15', 'ga_generation_5_nn_8.keras', 'ga_generation_5_nn_24.keras', '0.994994994994995', '__multi_point_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_16', 'ga_generation_5_nn_8.keras', 'ga_generation_5_nn_24.keras', '0.994994994994995', '__multi_point_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_17', 'ga_generation_5_nn_30.keras', 'ga_generation_5_nn_26.keras', '0.994994994994995', '__arithmetic_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_18', 'ga_generation_5_nn_30.keras', 'ga_generation_5_nn_26.keras', '0.994994994994995', '__arithmetic_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_19', 'ga_generation_5_nn_26.keras', 'ga_generation_4_nn_32.keras', '0.994994994994995', '__multi_point_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_20', 'ga_generation_5_nn_26.keras', 'ga_generation_4_nn_32.keras', '0.994994994994995', '__multi_point_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_21', 'ga_generation_5_nn_24.keras', 'ga_generation_5_nn_22.keras', '0.994994994994995', '__multivariate_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_22', 'ga_generation_5_nn_24.keras', 'ga_generation_5_nn_22.keras', '0.994994994994995', '__multivariate_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_23', 'ga_generation_4_nn_32.keras', 'ga_generation_5_nn_22.keras', '0.994994994994995', '__multi_point_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_24', 'ga_generation_4_nn_32.keras', 'ga_generation_5_nn_22.keras', '0.994994994994995', '__multi_point_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_25', 'ga_generation_5_nn_24.keras', 'ga_generation_5_nn_30.keras', '0.994994994994995', '__arithmetic_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_26', 'ga_generation_5_nn_24.keras', 'ga_generation_5_nn_30.keras', '0.994994994994995', '__arithmetic_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_27', 'ga_generation_5_nn_24.keras', 'ga_generation_5_nn_8.keras', '0.994994994994995', '__multivariate_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_28', 'ga_generation_5_nn_24.keras', 'ga_generation_5_nn_8.keras', '0.994994994994995', '__multivariate_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_29', 'ga_generation_5_nn_8.keras', 'ga_generation_5_nn_22.keras', '0.994994994994995', '__average_crossover_and_flat_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_30', 'ga_generation_5_nn_8.keras', 'ga_generation_5_nn_22.keras', '0.994994994994995', '__average_crossover_and_flat_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_31', 'ga_generation_5_nn_22.keras', 'ga_generation_5_nn_24.keras', '0.994994994994995', '__uniform_crossover', '0.005005005005005005', 'None'
'ga_generation_6_nn_32', 'ga_generation_5_nn_22.keras', 'ga_generation_5_nn_24.keras', '0.994994994994995', '__uniform_crossover', '0.005005005005005005', 'None'
'ga_generation_7_nn_7', 'ga_generation_6_nn_31.keras', 'ga_generation_6_nn_28.keras', '0.993993993993994', '__arithmetic_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_8', 'ga_generation_6_nn_31.keras', 'ga_generation_6_nn_28.keras', '0.993993993993994', '__arithmetic_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_9', 'ga_generation_6_nn_9.keras', 'ga_generation_6_nn_24.keras', '0.993993993993994', '__arithmetic_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_10', 'ga_generation_6_nn_9.keras', 'ga_generation_6_nn_24.keras', '0.993993993993994', '__arithmetic_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_11', 'ga_generation_6_nn_28.keras', 'ga_generation_6_nn_31.keras', '0.993993993993994', '__multi_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_12', 'ga_generation_6_nn_28.keras', 'ga_generation_6_nn_31.keras', '0.993993993993994', '__multi_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_13', 'ga_generation_6_nn_7.keras', 'ga_generation_6_nn_14.keras', '0.993993993993994', '__multivariate_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_14', 'ga_generation_6_nn_7.keras', 'ga_generation_6_nn_14.keras', '0.993993993993994', '__multivariate_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_15', 'ga_generation_6_nn_14.keras', 'ga_generation_6_nn_9.keras', '0.993993993993994', '__multi_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_16', 'ga_generation_6_nn_14.keras', 'ga_generation_6_nn_9.keras', '0.993993993993994', '__multi_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_17', 'ga_generation_6_nn_24.keras', 'ga_generation_6_nn_28.keras', '0.993993993993994', '__uniform_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_18', 'ga_generation_6_nn_24.keras', 'ga_generation_6_nn_28.keras', '0.993993993993994', '__uniform_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_19', 'ga_generation_6_nn_28.keras', 'ga_generation_6_nn_7.keras', '0.993993993993994', '__one_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_20', 'ga_generation_6_nn_28.keras', 'ga_generation_6_nn_7.keras', '0.993993993993994', '__one_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_21', 'ga_generation_6_nn_28.keras', 'ga_generation_6_nn_24.keras', '0.993993993993994', '__multivariate_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_22', 'ga_generation_6_nn_28.keras', 'ga_generation_6_nn_24.keras', '0.993993993993994', '__multivariate_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_23', 'ga_generation_6_nn_24.keras', 'ga_generation_6_nn_28.keras', '0.993993993993994', '__one_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_24', 'ga_generation_6_nn_24.keras', 'ga_generation_6_nn_28.keras', '0.993993993993994', '__one_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_25', 'ga_generation_6_nn_24.keras', 'ga_generation_6_nn_7.keras', '0.993993993993994', '__one_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_26', 'ga_generation_6_nn_24.keras', 'ga_generation_6_nn_7.keras', '0.993993993993994', '__one_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_27', 'ga_generation_6_nn_14.keras', 'ga_generation_6_nn_24.keras', '0.993993993993994', '__arithmetic_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_28', 'ga_generation_6_nn_14.keras', 'ga_generation_6_nn_24.keras', '0.993993993993994', '__arithmetic_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_29', 'ga_generation_6_nn_28.keras', 'ga_generation_6_nn_9.keras', '0.993993993993994', '__multivariate_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_30', 'ga_generation_6_nn_28.keras', 'ga_generation_6_nn_9.keras', '0.993993993993994', '__multivariate_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_31', 'ga_generation_6_nn_31.keras', 'ga_generation_6_nn_28.keras', '0.993993993993994', '__average_crossover_and_flat_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_32', 'ga_generation_6_nn_31.keras', 'ga_generation_6_nn_28.keras', '0.993993993993994', '__average_crossover_and_flat_crossover', '0.006006006006006006', 'None'
